vendor,table_name,table_id,counter_name,counter_name_alias,counter_id,counter_description,counter_unit,aggregation,enabled,enable_for_parser_module,mapped_object_id,tables_in_database,mapped_object_name,is_archived,busy_hour_aggregation,busy_hour_formula,busy_hour_column,aggregation_in_upper
Huawei,Reserve Counter <per RNC>,67108964,VS.Reserved.Counter13,VS.Reserved.Counter13,73453656,Reserved counter13,None,sum,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,SUM
Huawei,Traffic Measurement <per RNC>,67108964,VS.HSDPAPSLoad.MaxDLThruput.RNC,VS.HSDPAPSLoad.MaxDLThruput.RNC,67192991,Maximum Throughput of PS HSDPA Traffic for RNC,kbit/s,max,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,MAX
Huawei,Traffic Measurement <per RNC>,67108964,VS.HSUPAPSLoad.MaxULThruput.RNC,VS.HSUPAPSLoad.MaxULThruput.RNC,67192994,Maximum Throughput of PS HSUPA Traffic for RNC,kbit/s,max,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,MAX
Huawei,Traffic Measurement per PLMN,67109044,VS.R99PSLoad.MaxULThruput.PLMN.RNC,VS.R99PSLoad.MaxULThruput.PLMN.RNC,67193010,Maximum Uplink PS R99 Traffic for RNC per Operator,kbit/s,max,1,1,25,huawei_bsc6900gu_67109044,Controller(3G) : Measurement of CNOperator Performance,,,,,MAX
Huawei,Traffic Measurement per PLMN,67109044,VS.R99PSLoad.MaxDLThruput.PLMN.RNC,VS.R99PSLoad.MaxDLThruput.PLMN.RNC,67193013,Maximum Downlink PS R99 Traffic for RNC per Operator,kbit/s,max,1,1,25,huawei_bsc6900gu_67109044,Controller(3G) : Measurement of CNOperator Performance,,,,,MAX
Huawei,Traffic Measurement per PLMN,67109044,VS.HSDPAPSLoad.MaxDLThruput.PLMN.RNC,VS.HSDPAPSLoad.MaxDLThruput.PLMN.RNC,67193016,Maximum Downlink PS HSDPA Traffic for RNC per Operator,kbit/s,max,1,1,25,huawei_bsc6900gu_67109044,Controller(3G) : Measurement of CNOperator Performance,,,,,MAX
Huawei,Traffic Measurement per PLMN,67109044,VS.HSUPAPSLoad.MaxULThruput.PLMN.RNC,VS.HSUPAPSLoad.MaxULThruput.PLMN.RNC,67193019,Maximum Uplink PS HSUPA Traffic for RNC per Operator,kbit/s,max,1,1,25,huawei_bsc6900gu_67109044,Controller(3G) : Measurement of CNOperator Performance,,,,,MAX
Huawei,CS Signaling Measurement per Iu Interface,67108965,VS.IU.FlowCtrl.DiscInitDT.CS,VS.IU.FlowCtrl.DiscInitDT.CS,67193095,Number of Discarded CS Initial UE Messages when Signaling Flow Control is Triggered,None,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,PS Signaling Measurement per Iu Interface,67108965,VS.IU.FlowCtrl.Disc.InitDT.PS,VS.IU.FlowCtrl.Disc.InitDT.PS,67193096,Number of Discarded PS Initial UE Messages when Signaling Flow Control is Triggered,None,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,MOCN Measurement per Iu Interface,67108965,VS.IU.MOCN.CsPsCoordination,VS.IU.MOCN.CsPsCoordination,67193097,Number of Redirection Requests from CN (CS/PS Coordination Required),None,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,E-RAB Setup Measurement,1526726657,L.E-RAB.SuccEst.QCI.9,L.E-RAB.SuccEst.QCI.9,1526726685,,None,sum,1,1,117,huawei_enodeb_1526726657,eNodeB(4G) : Measurement of Cell Performance,,,,,SUM
Huawei,MOCN Measurement per Iu Interface,67108965,VS.IU.MOCN.LocAreaNotAllowed,VS.IU.MOCN.LocAreaNotAllowed,67193098,Number of Redirection Requests from CN (Location Area Not Allowed),None,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,MOCN Measurement per Iu Interface,67108965,VS.IU.MOCN.PlmnNotAllowed,VS.IU.MOCN.PlmnNotAllowed,67193099,Number of Redirection Requests from CN (PLMN Not Allowed),None,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,MOCN Measurement per Iu Interface,67108965,VS.IU.MOCN.RoamNotAllowed,VS.IU.MOCN.RoamNotAllowed,67193100,Number of Redirection Requests from CN (Roaming Not Allowed in this Location Area),None,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,MOCN Measurement per Iu Interface,67108965,VS.IU.MOCN.NoSuitableCell,VS.IU.MOCN.NoSuitableCell,67193101,Number of Redirection Requests from CN (No Suitable Cell in Location Area),None,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,MOCN Measurement per Iu Interface,67108965,VS.IU.MOCN.GprsServicesNotAllowed,VS.IU.MOCN.GprsServicesNotAllowed,67193102,Number of Redirection Requests from CN (GPRS Services Not Allowed in this PLMN),None,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,EFACH Measurement <per Cell>,67108972,VS.RRC.AttConnEstab.EFACH,VS.RRC.AttConnEstab.EFACH,67193111,Number of RRC Establishment Requests on EFACH for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,RRC Status Measurement <per RNC>,67108964,VS.CellDCHUEs.RNC,VS.CellDCHUEs.RNC,67199465,Number of UEs in CELL_DCH State for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,EFACH Measurement <per Cell>,67108972,VS.RRC.SuccConnEstab.EFACH,VS.RRC.SuccConnEstab.EFACH,67193112,Number of Successful RRC Establishments on EFACH for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,EFACH Measurement <per Cell>,67108972,VS.RAB.AttEstPS.EFACH,VS.RAB.AttEstPS.EFACH,67193119,Number of PS RAB Establishment Requests on EFACH for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,EFACH Measurement <per Cell>,67108972,VS.RAB.SuccEstPS.EFACH,VS.RAB.SuccEstPS.EFACH,67193120,Number of Successful PS RAB Establishments on EFACH for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,EFACH Measurement <per Cell>,67108972,VS.RAB.Estab.PS.CellFACH.MaxTime,VS.RAB.Estab.PS.CellFACH.MaxTime,67193121,Maximum Duration of PS RAB Establishment Process on FACH for Cell,ms,max,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,MAX
Huawei,EFACH Measurement <per Cell>,67108972,VS.RAB.AbnormRel.PS.EFACH,VS.RAB.AbnormRel.PS.EFACH,67193127,Number of Abnormal RAB Releases on EFACH for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,GTP-U Measurement,1526726662,VS.Gtpu.RxPkts,VS.Gtpu.RxPkts,1526727077,,packet,sum,1,1,118,huawei_enodeb_1526726662,Node : Measurement of GTP-U Performance,,,,,SUM
Huawei,EFACH Measurement <per Cell>,67108972,VS.RAB.NormRel.PS.EFACH,VS.RAB.NormRel.PS.EFACH,67193128,Number of Normal PS RAB Release on EFACH for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Nokia,AMR RX Quality,107,HR_515_DL_RXQ_1,AMR HR 5.15 ON DOWNLINK DIRECTION WITH RXQUAL 1,107152,Number of AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 1 on the downlink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM
Nokia,AMR RX Quality,107,HR_515_UL_RXQ_2,AMR HR 5.15 ON UPLINK DIRECTION WITH RXQUAL 2,107153,Number of AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 2 on the uplink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM
Huawei,HSDPA Measurement,50331648,VS.AckRetrans.6,VS.AckRetrans.6,50331663,,None,sum,1,1,1,huawei_nodeb_50331648,NodeB(3G) : Measurement of Local Cell Performance,,,,,SUM
Huawei,RRC Connection Reject Measurement <per Cell>,67108972,VS.RRC.Rej.ULPower.Cong,VS.RRC.Rej.ULPower.Cong,67193609,Number of RRC Connection Rejects for Cell (UL Power Congestion),None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,RRC Connection Reject Measurement <per Cell>,67108972,VS.RRC.Rej.DLPower.Cong,VS.RRC.Rej.DLPower.Cong,67193610,Number of RRC Connection Rejects for Cell (DL Power Congestion),None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,CS RAB Setup Failure Measurement <per Cell>,67108972,VS.RAB.FailEstabCS.ULPower.Cong,VS.RAB.FailEstabCS.ULPower.Cong,67193611,Number of Failed CS RAB Establishments for Cell (UL Power Congestion),None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,CS RAB Setup Failure Measurement <per Cell>,67108972,VS.RAB.FailEstabCS.DLPower.Cong,VS.RAB.FailEstabCS.DLPower.Cong,67193612,Number of Failed CS RAB Establishments for Cell (DL Power Congestion),None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,PS RAB Setup Failure Measurement <per Cell>,67108972,VS.RAB.FailEstabPS.ULPower.Cong,VS.RAB.FailEstabPS.ULPower.Cong,67193613,Number of Failed PS RAB Establishments for Cell (UL Power Congestion),None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,PS RAB Setup Failure Measurement <per Cell>,67108972,VS.RAB.FailEstabPS.DLPower.Cong,VS.RAB.FailEstabPS.DLPower.Cong,67193614,Number of Failed PS RAB Establishments for Cell (DL Power Congestion),None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,Cell Algorithm Measurement,1526726657,L.LC.ULCong.Num.Cell,L.LC.ULCong.Num.Cell,1526726760,,None,sum,1,1,117,huawei_enodeb_1526726657,eNodeB(4G) : Measurement of Cell Performance,,,,,SUM
Huawei,Paging Measurement <per RNC>,67108964,VS.RANAP.CsPaging.Att,VS.RANAP.CsPaging.Att,67193711,Number of CN Paging Requests of CS Domain for RNC,None,sum,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,SUM
Huawei,Paging Measurement <per RNC>,67108964,VS.RANAP.PsPaging.Att,VS.RANAP.PsPaging.Att,67193712,Number of CN Paging Requests of PS Domain for RNC,None,sum,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,SUM
Huawei,Paging Measurement <per RNC>,67108964,VS.RANAP.CsPaging.Loss,VS.RANAP.CsPaging.Loss,67193713,Number of Unsuccessful CN Paging Requests of CS Domain for RNC,None,sum,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,SUM
Huawei,SCTP Link IP Layer Measurement,67109016,VS.SCTP.IPLAYER.TXMAXSPEED,VS.SCTP.IPLAYER.TXMAXSPEED,67194090,T7261:Maximum Transmit Rate of an SCTP Link IP Layer,kbit/s,max,1,1,31,"huawei_bsc6900gsm_67109016,huawei_bsc6900gu_67109016",Controller : Measurement of SCTP Link  IP Layer Performance,,,,,MAX
Huawei,SCTP Link IP Layer Measurement,67109016,VS.SCTP.IPLAYER.TXMINSPEED,VS.SCTP.IPLAYER.TXMINSPEED,67194091,T7262:Minimum Transmit Rate of an SCTP Link IP Layer,kbit/s,min,1,1,31,"huawei_bsc6900gsm_67109016,huawei_bsc6900gu_67109016",Controller : Measurement of SCTP Link  IP Layer Performance,,,,,MIN
Huawei,SCTP Link IP Layer Measurement,67109016,VS.SCTP.IPLAYER.TXMEANSPEED,VS.SCTP.IPLAYER.TXMEANSPEED,67194092,T7263:Average Transmit Rate of an SCTP Link IP Layer,kbit/s,avg,1,1,31,"huawei_bsc6900gsm_67109016,huawei_bsc6900gu_67109016",Controller : Measurement of SCTP Link  IP Layer Performance,,,,,AVG
Huawei,SCTP Link IP Layer Measurement,67109016,VS.SCTP.IPLAYER.RXMAXSPEED,VS.SCTP.IPLAYER.RXMAXSPEED,67194093,T7266:Maximum Receive Rate of an SCTP Link IP Layer,kbit/s,max,1,1,31,"huawei_bsc6900gsm_67109016,huawei_bsc6900gu_67109016",Controller : Measurement of SCTP Link  IP Layer Performance,,,,,MAX
Huawei,Throughput and Data Volume Measurement,1526726657,L.Thrp.bits.UL.QCI.2,L.Thrp.bits.UL.QCI.2,1526726779,,bit,sum,1,1,117,huawei_enodeb_1526726657,eNodeB(4G) : Measurement of Cell Performance,,,,,SUM
Huawei,SCTP Link IP Layer Measurement,67109016,VS.SCTP.IPLAYER.RXMINSPEED,VS.SCTP.IPLAYER.RXMINSPEED,67194094,T7267:Minimum Receive Rate of an SCTP Link IP Layer,kbit/s,min,1,1,31,"huawei_bsc6900gsm_67109016,huawei_bsc6900gu_67109016",Controller : Measurement of SCTP Link  IP Layer Performance,,,,,MIN
Huawei,SCTP Link IP Layer Measurement,67109016,VS.SCTP.IPLAYER.RXMEANSPEED,VS.SCTP.IPLAYER.RXMEANSPEED,67194095,T7268:Average Receive Rate of an SCTP Link IP Layer,kbit/s,avg,1,1,31,"huawei_bsc6900gsm_67109016,huawei_bsc6900gu_67109016",Controller : Measurement of SCTP Link  IP Layer Performance,,,,,AVG
Huawei,FE/GE Ethernet Port Measurement,67109020,VS.FEGE.TXDROPPEDPKTS,VS.FEGE.TXDROPPEDPKTS,67194363,T7113:Number of frames Discarded in Transmission on the FEGE Ethernet Port,frame,sum,1,1,33,"huawei_bsc6900gsm_67109020,huawei_bsc6900gu_67109020",Controller : Measurement of FE/GE Ethernet Port Performance,,,,,SUM
Huawei,FE/GE Ethernet Port Measurement,67109020,VS.FEGE.RXERRORPKTS,VS.FEGE.RXERRORPKTS,67194364,T7114:Number of FCS(Frame Check Sequence) Error frames Received on the FEGE Ethernet Port,frame,sum,1,1,33,"huawei_bsc6900gsm_67109020,huawei_bsc6900gu_67109020",Controller : Measurement of FE/GE Ethernet Port Performance,,,,,SUM
Huawei,FE/GE Ethernet Port Measurement,67109020,VS.FEGE.RXUNKNOWNPKTS,VS.FEGE.RXUNKNOWNPKTS,67194365,T7115:Frames Number of Unknown Protocol Received on the FEGE Ethernet Port,frame,sum,1,1,33,"huawei_bsc6900gsm_67109020,huawei_bsc6900gu_67109020",Controller : Measurement of FE/GE Ethernet Port Performance,,,,,SUM
Huawei,Throughput and Data Volume Measurement,1526726657,L.Thrp.Time.UL.QCI.9,L.Thrp.Time.UL.QCI.9,1526726801,,ms,sum,1,1,117,huawei_enodeb_1526726657,eNodeB(4G) : Measurement of Cell Performance,,,,,SUM
Huawei,FE/GE Ethernet Port Measurement,67109020,VS.FEGE.FAULTTIME,VS.FEGE.FAULTTIME,67194368,T7118:Duration of Faults in the FEGE Ethernet Port,s,sum,1,1,33,"huawei_bsc6900gsm_67109020,huawei_bsc6900gu_67109020",Controller : Measurement of FE/GE Ethernet Port Performance,,,,,SUM
Huawei,FE/GE Ethernet Port Measurement,67109020,VS.FEGE.RXMAXSPEED,VS.FEGE.RXMAXSPEED,67194369,T7121:Highest Receive Rate of the FEGE Ethernet Port,kbit/s,max,1,1,33,"huawei_bsc6900gsm_67109020,huawei_bsc6900gu_67109020",Controller : Measurement of FE/GE Ethernet Port Performance,,,,,MAX
Nokia,AMR RX Quality,107,HR_515_DL_RXQ_2,AMR HR 5.15 ON DOWNLINK DIRECTION WITH RXQUAL 2,107154,Number of AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 2 on the downlink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM
Huawei,HSDPA Measurement,50331648,VS.AckRetrans.7,VS.AckRetrans.7,50331664,,None,sum,1,1,1,huawei_nodeb_50331648,NodeB(3G) : Measurement of Local Cell Performance,,,,,SUM
Huawei,FE/GE Ethernet Port Measurement,67109020,VS.FEGE.RXMINSPEED,VS.FEGE.RXMINSPEED,67194370,T7122:Lowest Receive Rate of the FEGE Ethernet Port,kbit/s,min,1,1,33,"huawei_bsc6900gsm_67109020,huawei_bsc6900gu_67109020",Controller : Measurement of FE/GE Ethernet Port Performance,,,,,MIN
Huawei,FE/GE Ethernet Port Measurement,67109020,VS.FEGE.RXMEANSPEED,VS.FEGE.RXMEANSPEED,67194371,T7123:Mean Receive Rate of the FEGE Ethernet Port,kbit/s,avg,1,1,33,"huawei_bsc6900gsm_67109020,huawei_bsc6900gu_67109020",Controller : Measurement of FE/GE Ethernet Port Performance,,,,,AVG
Huawei,FE/GE Ethernet Port Measurement,67109020,VS.FEGE.TXMAXSPEED,VS.FEGE.TXMAXSPEED,67194372,T7126:Highest Transmit Rate of the FEGE Ethernet Port,kbit/s,max,1,1,33,"huawei_bsc6900gsm_67109020,huawei_bsc6900gu_67109020",Controller : Measurement of FE/GE Ethernet Port Performance,,,,,MAX
Huawei,FE/GE Ethernet Port Measurement,67109020,VS.FEGE.TXMINSPEED,VS.FEGE.TXMINSPEED,67194373,T7127:Lowest Transmit Rate of the FEGE Ethernet Port,kbit/s,min,1,1,33,"huawei_bsc6900gsm_67109020,huawei_bsc6900gu_67109020",Controller : Measurement of FE/GE Ethernet Port Performance,,,,,MIN
Huawei,FE/GE Ethernet Port Measurement,67109020,VS.FEGE.TXMEANSPEED,VS.FEGE.TXMEANSPEED,67194374,T7128:Mean Transmit Rate of the FEGE Ethernet Port,kbit/s,avg,1,1,33,"huawei_bsc6900gsm_67109020,huawei_bsc6900gu_67109020",Controller : Measurement of FE/GE Ethernet Port Performance,,,,,AVG
Huawei,Soft Handover Measurement <per Cell>,67108972,VS.SHO.AS.1RL,VS.SHO.AS.1RL,67203936,Mean Number of UEs with One Radio Link for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,M3UA Destination Entity Measurement,67109033,OS.M3UA.DE.Unavail,OS.M3UA.DE.Unavail,67194647,T6151:Number of Times that M3UA Destination Entity in Unavailable State,None,sum,1,1,36,huawei_bsc6900gu_67109033,Controller : Measurement of M3UA Destination Entity Performance,,,,,SUM
Huawei,M3UA Destination Entity Measurement,67109033,OS.M3UA.DE.Unavail.Dur,OS.M3UA.DE.Unavail.Dur,67194648,T6152:Duration of M3UA Destination Entity in Unavailable State,s,sum,1,1,36,huawei_bsc6900gu_67109033,Controller : Measurement of M3UA Destination Entity Performance,,,,,SUM
Huawei,M3UA Link Set Measurement,67109032,OS.M3UA.Lnkset.Unavail,OS.M3UA.Lnkset.Unavail,67194649,T6156:Number of M3UA Link Set Failures,None,sum,1,1,37,huawei_bsc6900gu_67109032,Controller : Measurement of M3UA Link Set Performance,,,,,SUM
Huawei,M3UA Link Set Measurement,67109032,OS.M3UA.Lnkset.Unavail.Dur,OS.M3UA.Lnkset.Unavail.Dur,67194650,T6157:Duration of M3UA Link Set Failure,s,sum,1,1,37,huawei_bsc6900gu_67109032,Controller : Measurement of M3UA Link Set Performance,,,,,SUM
Huawei,M3UA Link Measurement,67109031,OS.M3UA.Lnk.Fail,OS.M3UA.Lnk.Fail,67194651,T6161:Number of M3UA Link Failures,None,sum,1,1,38,huawei_bsc6900gu_67109031,Controller : Measurement of M3UA Link Performance,,,,,SUM
Huawei,M3UA Link Measurement,67109031,OS.M3UA.Lnk.Fail.Dur,OS.M3UA.Lnk.Fail.Dur,67194652,T6162:Duration of M3UA Link Failure,s,sum,1,1,38,huawei_bsc6900gu_67109031,Controller : Measurement of M3UA Link Performance,,,,,SUM
Huawei,M3UA Link Measurement,67109031,OS.M3UA.Lnk.Cong.Dur,OS.M3UA.Lnk.Cong.Dur,67194653,T6163:Duration of M3UA Link Congestion,s,sum,1,1,38,huawei_bsc6900gu_67109031,Controller : Measurement of M3UA Link Performance,,,,,SUM
Huawei,M3UA Link Measurement,67109031,OS.M3UA.Lnk.Tx.Msg,OS.M3UA.Lnk.Tx.Msg,67194654,T6164:Number of Message Units Sent on M3UA Link,None,sum,1,1,38,huawei_bsc6900gu_67109031,Controller : Measurement of M3UA Link Performance,,,,,SUM
Huawei,M3UA Link Measurement,67109031,OS.M3UA.Lnk.Rx.Msg,OS.M3UA.Lnk.Rx.Msg,67194655,T6165:Number of Messages Units Received on M3UA Link,packet,sum,1,1,38,huawei_bsc6900gu_67109031,Controller : Measurement of M3UA Link Performance,,,,,SUM
Nokia,AoIP Traffic BSC,130,RTP_MUX_USAGE_ETXA,RTP MULTIPLEXING USAGE,130014,Number of multiplexed RTP connections.,Integer number,sum,0,1,255,,"2G : BSC-ETP,ETPU",,,,,SUM
Huawei,M3UA Link Measurement,67109031,OS.M3UA.Lnk.ASPM.Tx.Msg,OS.M3UA.Lnk.ASPM.Tx.Msg,67194656,T6166:Number of ASPM Messages Sent on M3UA Link,packet,sum,1,1,38,huawei_bsc6900gu_67109031,Controller : Measurement of M3UA Link Performance,,,,,SUM
Huawei,M3UA Link Measurement,67109031,OS.M3UA.Lnk.ASPM.Rx.Msg,OS.M3UA.Lnk.ASPM.Rx.Msg,67194657,T6167:Number of ASPM Messages Received on M3UA Link,packet,sum,1,1,38,huawei_bsc6900gu_67109031,Controller : Measurement of M3UA Link Performance,,,,,SUM
Huawei,IP Transport Adjacent Node Resource Operation Measurement,67109017,VS.ANI.IP.AttResAlloc,VS.ANI.IP.AttResAlloc,67194787,T6507:Number of Requests for Resource Allocation on the IP Transport Adjacent Node,None,sum,1,1,40,"huawei_bsc6900gsm_67109017,huawei_bsc6900gu_67109017",Controller : Measurement of IP Transport Adjacent Node Connection Performance,,,,,SUM
Huawei,IP Transport Adjacent Node Resource Operation Measurement,67109017,VS.ANI.IP.SuccResAlloc,VS.ANI.IP.SuccResAlloc,67194788,T6508:Number of Successful Resource Allocations on the IP Transport Adjacent Node,None,sum,1,1,40,"huawei_bsc6900gsm_67109017,huawei_bsc6900gu_67109017",Controller : Measurement of IP Transport Adjacent Node Connection Performance,,,,,SUM
Huawei,IP Transport Adjacent Node Connection Measurement,67109017,VS.ANI.IP.Conn.Estab.Att,VS.ANI.IP.Conn.Estab.Att,67194793,T6501:Number of Connection Setup Requests for IP Transport from the Transport Layer to the Radio Network Layer on the IP Transport Adjacent Node,None,sum,1,1,40,"huawei_bsc6900gsm_67109017,huawei_bsc6900gu_67109017",Controller : Measurement of IP Transport Adjacent Node Connection Performance,,,,,SUM
Huawei,IP Transport Adjacent Node Connection Measurement,67109017,VS.ANI.IP.Conn.Estab.Succ,VS.ANI.IP.Conn.Estab.Succ,67194794,T6502:Number of Successful IP Connection Setups Initiated by the Transport Layer on IP Transport Adjacent Node,None,sum,1,1,40,"huawei_bsc6900gsm_67109017,huawei_bsc6900gu_67109017",Controller : Measurement of IP Transport Adjacent Node Connection Performance,,,,,SUM
Huawei,IP Transport Adjacent Node Connection Measurement,67109017,VS.ANI.IP.Conn.Modify.Att,VS.ANI.IP.Conn.Modify.Att,67194795,T6503:Number of IP Connection Modifications,None,sum,1,1,40,"huawei_bsc6900gsm_67109017,huawei_bsc6900gu_67109017",Controller : Measurement of IP Transport Adjacent Node Connection Performance,,,,,SUM
Huawei,IP Transport Adjacent Node Connection Measurement,67109017,VS.ANI.IP.Conn.Modify.Succ,VS.ANI.IP.Conn.Modify.Succ,67194796,T6504:Number of Successful IP Modifications Initiated by the Transport Layer on IP Transport Adjacent Node,None,sum,1,1,40,"huawei_bsc6900gsm_67109017,huawei_bsc6900gu_67109017",Controller : Measurement of IP Transport Adjacent Node Connection Performance,,,,,SUM
