vendor,table_name,table_id,counter_name,counter_name_alias,counter_id,counter_description,counter_unit,aggregation,enabled,enable_for_parser_module,mapped_object_id,tables_in_database,mapped_object_name,is_archived,busy_hour_aggregation,busy_hour_formula,busy_hour_column,aggregation_in_upper
Huawei,GTP-U Measurement,67108966,VS.GTPU.PktNumConv.Tx,VS.GTPU.PktNumConv.Tx,67204158,Number of UL Session Service Packets Sent by GTPU,packet,sum,1,1,12,huawei_bsc6900gu_67108966,Controller(3G) : Measurement of GTP-U Performance,,,,,SUM
Huawei,GTP-U Measurement,67108966,VS.GTPU.PktNumConv.Rx,VS.GTPU.PktNumConv.Rx,67204159,Number of DL Session Service Packets Received by GTPU,packet,sum,1,1,12,huawei_bsc6900gu_67108966,Controller(3G) : Measurement of GTP-U Performance,,,,,SUM
Huawei,GTP-U Measurement,67108966,VS.GTPU.PktNumStr.Tx,VS.GTPU.PktNumStr.Tx,67204160,Number of UL Streaming Service Packets Sent by GTPU,packet,sum,1,1,12,huawei_bsc6900gu_67108966,Controller(3G) : Measurement of GTP-U Performance,,,,,SUM
Huawei,GTP-U Measurement,67108966,VS.GTPU.PktNumStr.Rx,VS.GTPU.PktNumStr.Rx,67204161,Number of DL Streaming Service Packets Received by GTPU,packet,sum,1,1,12,huawei_bsc6900gu_67108966,Controller(3G) : Measurement of GTP-U Performance,,,,,SUM
Huawei,GTP-U Measurement,67108966,VS.GTPU.PktNumInt.Tx,VS.GTPU.PktNumInt.Tx,67204162,Number of UL Interactive Service Packets Sent by GTPU,packet,sum,1,1,12,huawei_bsc6900gu_67108966,Controller(3G) : Measurement of GTP-U Performance,,,,,SUM
Huawei,E-RAB Release Measurement,1526726657,L.E-RAB.AbnormRel.QCI.2,L.E-RAB.AbnormRel.QCI.2,1526726688,,None,sum,1,1,117,huawei_enodeb_1526726657,eNodeB(4G) : Measurement of Cell Performance,,,,,SUM
Huawei,GTP-U Measurement,67108966,VS.GTPU.PktNumInt.Rx,VS.GTPU.PktNumInt.Rx,67204163,Number of DL Interactive Service Packets Received by GTPU,packet,sum,1,1,12,huawei_bsc6900gu_67108966,Controller(3G) : Measurement of GTP-U Performance,,,,,SUM
Huawei,GTP-U Measurement,67108966,VS.GTPU.PktNumBkg.Tx,VS.GTPU.PktNumBkg.Tx,67204164,Number of UL Background Service Packets Sent by GTPU,packet,sum,1,1,12,huawei_bsc6900gu_67108966,Controller(3G) : Measurement of GTP-U Performance,,,,,SUM
Huawei,GTP-U Measurement,67108966,VS.GTPU.PktNumBkg.Rx,VS.GTPU.PktNumBkg.Rx,67204165,Number of DL Background Service Packets Received by GTP,packet,sum,1,1,12,huawei_bsc6900gu_67108966,Controller(3G) : Measurement of GTP-U Performance,,,,,SUM
Huawei,RLC Measurement <per RNC>,67108964,RLC.NbrBlocksReceived.AM.1,RLC.NbrBlocksReceived.AM.1,67204246,Number of PDUs with the Size Smaller than 336 bit Received by RLCs In Acknowledged Mode Carried by TRB,packet,sum,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,SUM
Huawei,Trunk Group Measurement,82865619,VS.TRUNK.TXMEANSPEED,VS.TRUNK.TXMEANSPEED,73439886,T7870:Average Transmitted Rate of the Trunk Group,kbit/s,avg,1,1,74,huawei_bsc6900gu_82865619,Controller : Measurement of Trunk Group Performance,,,,,AVG
Huawei,Reserve Counter <per RNC>,67108964,VS.Reserved.Counter10,VS.Reserved.Counter10,73453653,Reserved counter10,None,sum,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,SUM
Huawei,RLC Measurement <per RNC>,67108964,RLC.NbrBlocksReceived.AM.2,RLC.NbrBlocksReceived.AM.2,67204247,Number of PDUs with the Size Greater than or Equal to 336 bit Received by RLCs In Acknowledged Mode Carried by TRB,packet,sum,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,SUM
Huawei,FE/GE Ethernet Port Measurement,67109020,VS.FEGE.RXBYTES,VS.FEGE.RXBYTES,67204393,T7101:Number of Bytes Received on the FEGE Ethernet Port,byte,sum,1,1,33,"huawei_bsc6900gsm_67109020,huawei_bsc6900gu_67109020",Controller : Measurement of FE/GE Ethernet Port Performance,,,,,SUM
Huawei,FE/GE Ethernet Port Measurement,67109020,VS.FEGE.TXBYTES,VS.FEGE.TXBYTES,67204394,T7104:Number of Bytes Transmitted on the FEGE Ethernet Port,byte,sum,1,1,33,"huawei_bsc6900gsm_67109020,huawei_bsc6900gu_67109020",Controller : Measurement of FE/GE Ethernet Port Performance,,,,,SUM
Huawei,FE/GE Ethernet Port Measurement,67109020,VS.FEGE.RXPACKETS,VS.FEGE.RXPACKETS,67204395,T7107:Number of frames Received on the FEGE Ethernet Port,frame,sum,1,1,33,"huawei_bsc6900gsm_67109020,huawei_bsc6900gu_67109020",Controller : Measurement of FE/GE Ethernet Port Performance,,,,,SUM
Huawei,FE/GE Ethernet Port Measurement,67109020,VS.FEGE.TXPACKETS,VS.FEGE.TXPACKETS,67204396,T7110:Number of frames Transmitted on the FEGE Ethernet Port,frame,sum,1,1,33,"huawei_bsc6900gsm_67109020,huawei_bsc6900gu_67109020",Controller : Measurement of FE/GE Ethernet Port Performance,,,,,SUM
Huawei,PDCP Measurement,67108964,VS.PDCP.DL.ROHC.HdrCompressRatio,VS.PDCP.DL.ROHC.HdrCompressRatio,67204484,Compression Rate of DL Packet Header Through ROHC Compression,%,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,PDCP Measurement,67108964,VS.PDCP.DL.ROHC.PktCompressRatio,VS.PDCP.DL.ROHC.PktCompressRatio,67204485,Compression Rate of DL Packets After ROHC Compression,%,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,PDCP Measurement,67108964,VS.PDCP.UL.ROHC.FailDecompRatio,VS.PDCP.UL.ROHC.FailDecompRatio,67204486,Decompression Failure Rate of UL Packets Through ROHC Algorithm,%,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,NodeB OAM Flow Measurement,67109051,VS.OAM.FLOW.PEAK.TXRATE,VS.OAM.FLOW.PEAK.TXRATE,67204726,Maximum Transmit Rate on OM Flow,kbit/s,max,1,1,45,huawei_bsc6900gu_67109051,Controller(3G) : Measurement of NodeB OAM Flow Performance,,,,,MAX
Huawei,NodeB OAM Flow Measurement,67109051,VS.OAM.FLOW.MEANS.TX,VS.OAM.FLOW.MEANS.TX,67204727,Average Transmit Rate on OM Flow,kbit/s,avg,1,1,45,huawei_bsc6900gu_67109051,Controller(3G) : Measurement of NodeB OAM Flow Performance,,,,,AVG
Huawei,NodeB OAM Flow Measurement,67109051,VS.OAM.FLOW.MEANS.RX,VS.OAM.FLOW.MEANS.RX,67204729,Average Receive Rate on OM Flow,kbit/s,avg,1,1,45,huawei_bsc6900gu_67109051,Controller(3G) : Measurement of NodeB OAM Flow Performance,,,,,AVG
Huawei,Multi-RAB Service Measurement <per RNC>,67108964,VS.MultRAB.0CS4PS.RNC,VS.MultRAB.0CS4PS.RNC,67204757,Number of UEs with 0CS+4PS RABs for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,FE/GE Ethernet Port Measurement,67109020,VS.FEGE.RXPAUSEFRAMES,VS.FEGE.RXPAUSEFRAMES,67204764,T7129:Number of the PAUSE Control Frames Received on the FEGE Ethernet Port,frame,sum,1,1,33,"huawei_bsc6900gsm_67109020,huawei_bsc6900gu_67109020",Controller : Measurement of FE/GE Ethernet Port Performance,,,,,SUM
Huawei,FE/GE Ethernet Port Measurement,67109020,VS.FEGE.TXPAUSEFRAMES,VS.FEGE.TXPAUSEFRAMES,67204765,T7130:Number of the PAUSE Control Frames Transmitted on the FEGE Ethernet Port,frame,sum,1,1,33,"huawei_bsc6900gsm_67109020,huawei_bsc6900gu_67109020",Controller : Measurement of FE/GE Ethernet Port Performance,,,,,SUM
Huawei,RB Procedure Measurement <per RNC>,67108964,VS.RB.PS.Conv.DL.38.8.RNC,VS.RB.PS.Conv.DL.38.8.RNC,67204798,Average Number of RBs for PS R99 Conversational Services with DL Rate of 38.8 Kbit/s for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,RB Procedure Measurement <per RNC>,67108964,VS.RB.PS.Conv.DL.39.2.RNC,VS.RB.PS.Conv.DL.39.2.RNC,67204799,Average Number of RBs for PS R99 Conversational Services with DL Rate of 39.2 Kbit/s for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,RB Procedure Measurement <per RNC>,67108964,VS.RB.PS.Conv.DL.40.RNC,VS.RB.PS.Conv.DL.40.RNC,67204800,Average Number of RBs for PS R99 Conversational Services with DL Rate of 40 Kbit/s for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,RB Procedure Measurement <per RNC>,67108964,VS.RB.PS.Conv.DL.42.8.RNC,VS.RB.PS.Conv.DL.42.8.RNC,67204801,Average Number of RBs for PS R99 Conversational Services with DL Rate of 42.8 Kbit/s for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,NodeB OAM Flow Measurement,67109051,VS.OAM.FLOW.PEAK.RXRATE,VS.OAM.FLOW.PEAK.RXRATE,67204728,Maximum Receive Rate on OM Flow,kbit/s,max,1,1,45,huawei_bsc6900gu_67109051,Controller(3G) : Measurement of NodeB OAM Flow Performance,,,,,MAX
Huawei,RB Procedure Measurement <per RNC>,67108964,VS.RB.PS.Conv.UL.38.8.RNC,VS.RB.PS.Conv.UL.38.8.RNC,67204802,Average Number of RBs for PS R99 Conversational Services with UL Rate of 38.8 Kbit/s for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,RB Procedure Measurement <per RNC>,67108964,VS.RB.PS.Conv.UL.39.2.RNC,VS.RB.PS.Conv.UL.39.2.RNC,67204803,Average Number of RBs for PS R99 Conversational Services with UL Rate of 39.2 Kbit/s for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,RB Procedure Measurement <per RNC>,67108964,VS.RB.PS.Conv.UL.40.RNC,VS.RB.PS.Conv.UL.40.RNC,67204804,Average Number of RBs for PS R99 Conversational Services with UL Rate of 40 Kbit/s for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,RB Procedure Measurement <per RNC>,67108964,VS.RB.PS.Conv.UL.42.8.RNC,VS.RB.PS.Conv.UL.42.8.RNC,67204805,Average Number of RBs for PS R99 Conversational Services with UL Rate of 42.8 Kbit/s for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,PS Traffic Measurement per Iu Interface,67108965,VS.IuPS.GoldenBE.Bytes.Tx,VS.IuPS.GoldenBE.Bytes.Tx,67204829,Number of UL Bytes of PS BE Service for Golden Subscriber on Iu-PS Interface,byte,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,PS Traffic Measurement per Iu Interface,67108965,VS.IuPS.SilverBE.Bytes.Tx,VS.IuPS.SilverBE.Bytes.Tx,67204830,Number of UL Bytes of PS BE Service for Silver Subscriber on Iu-PS Interface,byte,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,PS Traffic Measurement per Iu Interface,67108965,VS.IuPS.CopperBE.Bytes.Tx,VS.IuPS.CopperBE.Bytes.Tx,67204831,Number of UL Bytes of PS BE Service for Copper Subscriber on Iu-PS Interface,byte,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,PS Traffic Measurement per Iu Interface,67108965,VS.IuPS.GoldenBE.Bytes.Rx,VS.IuPS.GoldenBE.Bytes.Rx,67204832,Number of DL Bytes of PS BE Service for Golden Subscriber on Iu-PS Interface,byte,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,PS Traffic Measurement per Iu Interface,67108965,VS.IuPS.SilverBE.Bytes.Rx,VS.IuPS.SilverBE.Bytes.Rx,67204833,Number of DL Bytes of PS BE Service for Silver Subscriber on Iu-PS Interface,byte,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,PS Traffic Measurement per Iu Interface,67108965,VS.IuPS.CopperBE.Bytes.Rx,VS.IuPS.CopperBE.Bytes.Rx,67204834,Number of DL Bytes of PS BE Service for Copper Subscriber on Iu-PS Interface,byte,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,Traffic Measurement per PLMN,67109044,VS.AMR.Erlang.Equiv.PLMN.RNC,VS.AMR.Erlang.Equiv.PLMN.RNC,67204835,Equivalent Erlang of CS AMR Service for RNC per Operator,Erl,avg,1,1,25,huawei_bsc6900gu_67109044,Controller(3G) : Measurement of CNOperator Performance,,,,,AVG
Huawei,Traffic Measurement per PLMN,67109044,VS.VP.Erlang.Equiv.PLMN.RNC,VS.VP.Erlang.Equiv.PLMN.RNC,67204836,Equivalent Erlang of 64kbit/s CS Service for RNC per Operator,Erl,avg,1,1,25,huawei_bsc6900gu_67109044,Controller(3G) : Measurement of CNOperator Performance,,,,,AVG
Huawei,Traffic Measurement per PLMN,67109044,VS.PS.CellDchUEs.PLMN,VS.PS.CellDchUEs.PLMN,67204840,Number of Cell_DCH UEs in PS Domain for RNC per Operator,None,avg,1,1,25,huawei_bsc6900gu_67109044,Controller(3G) : Measurement of CNOperator Performance,,,,,AVG
Huawei,Algorithm Measurement per NodeB,67109008,VS.DSS.NodeB.NormalDeAct.Num,VS.DSS.NodeB.NormalDeAct.Num,73423296,Number of Normal Spectrum Withdrawals,None,sum,1,1,23,huawei_bsc6900gu_67109008,Controller(3G) : Measurement of NodeB Performance,,,,,SUM
Huawei,SRNC Measurement per Iur Interface,67108969,VS.RAB.NormRel.PS.BE.Iur,VS.RAB.NormRel.PS.BE.Iur,73393847,Number of PS BE RABs Normally Released on Iur Interface for SRNC,None,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,SRNC Measurement per Iur Interface,67108969,VS.RAB.AbnormRel.PS.BE.Iur,VS.RAB.AbnormRel.PS.BE.Iur,73393848,Number of PS BE RABs Abnormally Released on Iur Interface for SRNC,None,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,Traffic Volume and Data Rate Measurement <per Cell>,67108972,VS.PS.Conv.DL.Traffic,VS.PS.Conv.DL.Traffic,73393908,Number of downlink Bit Size of Transport Blocks of Traffic PS Conversational beared on DCH for cell,bit,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,Traffic Volume and Data Rate Measurement <per Cell>,67108972,VS.PS.Conv.UL.Traffic,VS.PS.Conv.UL.Traffic,73393910,Number of uplink Bit Size of Transport Blocks of Traffic PS Conversational beared on DCH for cell,bit,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,HSDPA Measurement <per Cell>,67108972,VS.PS.Conv.Traffic.HSDSCH,VS.PS.Conv.Traffic.HSDSCH,73393912,Number of downlink bytes of Transport Blocks of Traffic PS Conversational beared on HSDSCH for cell,byte,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SCCP OSP Measurement,67108967,OS.SCCP.CR.Rx,OS.SCCP.CR.Rx,73403249,T6237:Number of CR Messages Received by SCCP,None,sum,1,1,13,"huawei_bsc6900gsm_67108967,huawei_bsc6900gu_67108967",Controller : Measurement of SCCP OSP Performance,,,,,SUM
Huawei,HSUPA Measurement <per Cell>,67108972,VS.PS.Conv.Traffic.EDCH,VS.PS.Conv.Traffic.EDCH,73393914,Number of uplink bytes of Transport Blocks of Traffic PS Conversational beared on E-DCH for cell,byte,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,Algorithm Measurement per NodeB,67109008,VS.DSS.NodeB.UrgentDeAct.Num,VS.DSS.NodeB.UrgentDeAct.Num,73423297,Number of Urgent Spectrum Withdrawals,None,sum,1,1,23,huawei_bsc6900gu_67109008,Controller(3G) : Measurement of NodeB Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.AttOutIntraNodeB.CS.NCell,VS.HHO.AttOutIntraNodeB.CS.NCell,73393988,Number of CS Outgoing Intra-NodeB Inter-Cell Hard Handover Attempts,None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.SuccOutIntraNodeB.CS.NCell,VS.HHO.SuccOutIntraNodeB.CS.NCell,73393989,Number of Successful CS Outgoing Intra-NodeB Inter-Cell Hard Handovers,None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.FailOutIntraNodeB.NoReply.CS.NCell,VS.HHO.FailOutIntraNodeB.NoReply.CS.NCell,73393990,Number of Failed CS Outgoing Intra-NodeB Inter-Cell Hard Handovers (UE No Response),None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.FailOutIntraNodeB.PhyChFail.CS.NCell,VS.HHO.FailOutIntraNodeB.PhyChFail.CS.NCell,73393991,Number of Failed CS Outgoing Intra-NodeB Inter-Cell Hard Handovers (Physical Channel Failure),None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.AttOutIntraNodeB.PS.NCell,VS.HHO.AttOutIntraNodeB.PS.NCell,73393992,Number of PS Outgoing Intra-NodeB Inter-Cell Hard Handover Attempts,None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,NAS Signaling Measurement per Iu Interface,67108965,VS.IU.Auth.Rsp,VS.IU.Auth.Rsp,73423796,Number of Authentication Responses Forwarded by the RNC to the CN,None,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.SuccOutIntraNodeB.PS.NCell,VS.HHO.SuccOutIntraNodeB.PS.NCell,73393993,Number of Successful PS Outgoing Intra-NodeB Inter-Cell Hard Handovers,None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.FailOutIntraNodeB.NoReply.PS.NCell,VS.HHO.FailOutIntraNodeB.NoReply.PS.NCell,73393994,Number of Failed PS Outgoing Intra-NodeB Inter-Cell Hard Handovers (UE No Response),None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.FailOutIntraNodeB.PhyChFail.PS.NCell,VS.HHO.FailOutIntraNodeB.PhyChFail.PS.NCell,73393995,Number of Failed PS Outgoing Intra-NodeB Inter-Cell Hard Handovers (Physical Channel Failure),None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.AttOutInterNodeBIntraRNC.CS.NCell,VS.HHO.AttOutInterNodeBIntraRNC.CS.NCell,73393996,Number of CS Outgoing Intra-RNC Inter-NodeB Inter-Cell Hard Handover Attempts,None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.SuccOutInterNodeBIntraRNC.CS.NCell,VS.HHO.SuccOutInterNodeBIntraRNC.CS.NCell,73393997,Number of Successful CS Outgoing Intra-RNC Inter-NodeB Inter-Cell Hard Handovers,None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.FailOutInterNodeBIntraRNC.NoReply.CS.NCell,VS.HHO.FailOutInterNodeBIntraRNC.NoReply.CS.NCell,73393998,Number of Failed CS Outgoing Intra-RNC Inter-NodeB Inter-Cell Hard Handovers (UE No Response),None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.FailOutInterNodeBIntraRNC.PhyChFail.CS.NCell,VS.HHO.FailOutInterNodeBIntraRNC.PhyChFail.CS.NCell,73393999,Number of Failed CS Outgoing Intra-RNC Inter-NodeB Inter-Cell Hard Handovers (Physical Channel Failure),None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.AttOutInterNodeBIntraRNC.PS.NCell,VS.HHO.AttOutInterNodeBIntraRNC.PS.NCell,73394000,Number of PS Outgoing Intra-RNC Inter-NodeB Inter-Cell Hard Handover Attempts,None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.SuccOutInterNodeBIntraRNC.PS.NCell,VS.HHO.SuccOutInterNodeBIntraRNC.PS.NCell,73394001,Number of Successful PS Outgoing Intra-RNC Inter-NodeB Inter-Cell Hard Handovers,None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,Throughput and Data Volume Measurement,1526726657,L.Thrp.bits.DL.QCI.2,L.Thrp.bits.DL.QCI.2,1526726806,,bit,sum,1,1,117,huawei_enodeb_1526726657,eNodeB(4G) : Measurement of Cell Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.FailOutInterNodeBIntraRNC.NoReply.PS.NCell,VS.HHO.FailOutInterNodeBIntraRNC.NoReply.PS.NCell,73394002,Number of Failed PS Outgoing Intra-RNC Inter-NodeB Inter-Cell Hard Handovers (UE No Response),None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.FailOutInterNodeBIntraRNC.PhyChFail.PS.NCell,VS.HHO.FailOutInterNodeBIntraRNC.PhyChFail.PS.NCell,73394003,Number of Failed PS Outgoing Intra-RNC Inter-NodeB Inter-Cell Hard Handovers (Physical Channel Failure),None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.AttOutInterRNCIur.CS.NCell,VS.HHO.AttOutInterRNCIur.CS.NCell,73394004,Number of CS Outgoing Inter-RNC Inter-Cell Hard Handover Attempts,None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.SuccOutInterRNCIur.CS.NCell,VS.HHO.SuccOutInterRNCIur.CS.NCell,73394005,Number of Successful CS Outgoing Inter-RNC Inter-Cell Hard Handovers,None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,Reserve Counter <per RNC>,67108964,VS.Reserved.Counter15,VS.Reserved.Counter15,73453658,Reserved counter15,None,sum,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.FailOutInterRNCIur.CfgUnsup.CS.NCell,VS.HHO.FailOutInterRNCIur.CfgUnsup.CS.NCell,73394006,Number of Failed CS Outgoing Inter-RNC Inter-Cell Hard Handovers (Configuration Unsupported),None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.FailOutInterRNCIur.PhyChFail.CS.NCell,VS.HHO.FailOutInterRNCIur.PhyChFail.CS.NCell,73394007,Number of Failed CS Outgoing Inter-RNC Inter-Cell Hard Handovers (Physical Channel Failure),None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.AttOutInterRNCIur.PS.NCell,VS.HHO.AttOutInterRNCIur.PS.NCell,73394008,Number of PS Outgoing Inter-RNC Inter-Cell Hard Handover Attempts,None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.SuccOutInterRNCIur.PS.NCell,VS.HHO.SuccOutInterRNCIur.PS.NCell,73394009,Number of Successful PS Outgoing Inter-RNC Inter-Cell Hard Handovers,None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
Huawei,UMTS Cell-to-UMTS Cell Handover Measurement,67108979,VS.HHO.FailOutInterRNCIur.CfgUnsup.PS.NCell,VS.HHO.FailOutInterRNCIur.CfgUnsup.PS.NCell,73394010,Number of Failed PS Outgoing Inter-RNC Inter-Cell Hard Handovers (Configuration Unsupported),None,sum,1,1,18,huawei_bsc6900gu_67108979,Controller(3G) : Measurement of UMTS Cell-to-UMTS Cell Handover Performance,,,,,SUM
