sk_object,object,measurement_id,duration,userlabel,is_connected,is_included_in_validation,dwh_created,dwh_last_modified
15850,MRBTS-5080/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_macro_51374,15,MRBTS-5080,1.0,1.0,2022-03-24 03:13:48.096098,2022-03-24 03:13:48.096098
15851,MRBTS-5086/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_macro_51374,15,MRBTS-5086,1.0,1.0,2022-03-24 03:13:48.096098,2022-03-24 03:13:48.096098
17293,"MRBTS-5080/LNBTS-5080/LNCEL-2,MCC-619/MNC-05,ECI-1300225,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5080,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17294,"MRBTS-5044/LNBTS-5044/LNCEL-2,MCC-619/MNC-05,ECI-1303042,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5044,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
18464,"MRBTS-5200/LNBTS-5200/LNCEL-11,MCC-619/MNC-05,ECI-1305096,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
18478,"MRBTS-5084/LNBTS-5084/LNCEL-21,MCC-619/MNC-05,ECI-1291265,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5084,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
18495,"MRBTS-5200/LNBTS-5200/LNCEL-1,MCC-619/MNC-05,ECI-1303560,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17299,"MRBTS-5200/LNBTS-5200/LNCEL-3,MCC-619/MNC-05,ECI-1287939,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
405,MRBTS-5090/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_common_51374,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
540,"MRBTS-5045/LNBTS-5045/LNCEL-3,MCC-619/MNC-05",nokia_common_8005,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:36.985106,2022-03-24 02:33:36.985106
86808,"MRBTS-5079/LNBTS-5079/LNCEL-1,MCC-619/MNC-05",nokia_common_8009,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:40.354322,2022-03-26 13:40:40.354322
86810,"MRBTS-5079/LNBTS-5079/LNCEL-3,MCC-619/MNC-05",nokia_common_8009,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:40.354322,2022-03-26 13:40:40.354322
622,"MRBTS-5090/LNBTS-5090/LNCEL-2,MCC-619/MNC-05",nokia_common_8007,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:41.484141,2022-03-24 02:33:41.484141
422,MRBTS-5089/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_common_51374,6,MRBTS-5089,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
647,"MRBTS-5084/LNBTS-5084/LNCEL-3,MCC-619/MNC-05",nokia_common_8007,12,MRBTS-5084,1.0,1.0,2022-03-24 02:33:41.484141,2022-03-24 02:33:41.484141
646,"MRBTS-5083/LNBTS-5083/LNCEL-1,MCC-619/MNC-05",nokia_common_8007,11,MRBTS-5083,1.0,1.0,2022-03-24 02:33:41.484141,2022-03-24 02:33:41.484141
15801,MRBTS-5050/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_macro_51373,15,MRBTS-5050,1.0,1.0,2022-03-24 03:13:47.974788,2022-03-24 03:13:47.974788
15803,MRBTS-5082/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_macro_51373,15,MRBTS-5082,1.0,1.0,2022-03-24 03:13:47.974788,2022-03-24 03:13:47.974788
15947,MRBTS-5062/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_macro_51375,15,MRBTS-5062,1.0,1.0,2022-03-24 03:13:48.253601,2022-03-24 03:13:48.253601
18507,"MRBTS-5102/LNBTS-5102/LNCEL-3,MCC-619/MNC-05,ECI-1303298,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5102,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
18510,"MRBTS-5089/LNBTS-5089/LNCEL-3,MCC-619/MNC-05,ECI-1300481,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5089,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17314,"MRBTS-5045/LNBTS-5045/LNCEL-11,MCC-619/MNC-05,ECI-1291266,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5045,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17321,"MRBTS-5102/LNBTS-5102/LNCEL-3,MCC-619/MNC-05,ECI-1300757,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5102,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
6474,"MRBTS-5045/LNBTS-5045/LNCEL-2,MCC-619/MNC-05",nokia_common_8100,7,MRBTS-5045,1.0,1.0,2022-03-24 02:53:06.949880,2022-03-24 02:53:06.949880
17323,"MRBTS-5062/LNBTS-5062/LNCEL-2,MCC-619/MNC-05,ECI-1295875,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5062,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
87783,"MRBTS-5079/LNBTS-5079/LNCEL-21,MCC-619/MNC-05",nokia_common_8101,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:58.700712,2022-03-26 13:40:58.700712
87784,"MRBTS-5079/LNBTS-5079/LNCEL-3,MCC-619/MNC-05",nokia_common_8101,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:58.700712,2022-03-26 13:40:58.700712
6571,"MRBTS-5045/LNBTS-5045/LNCEL-2,MCC-619/MNC-05",nokia_common_8102,7,MRBTS-5045,1.0,1.0,2022-03-24 02:53:07.724845,2022-03-24 02:53:07.724845
17340,"MRBTS-5045/LNBTS-5045/LNCEL-31,MCC-619/MNC-05,ECI-1295875,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5045,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17342,"MRBTS-5084/LNBTS-5084/LNCEL-2,MCC-619/MNC-05,ECI-1295873,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5084,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17344,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1331211,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17349,"MRBTS-5200/LNBTS-5200/LNCEL-2,MCC-619/MNC-05,ECI-1306114,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
290,MRBTS-5200/TNLSVC-1/TNL-1/IPNO-1/IPIF-3/IPADDRESSV4-1,nokia_common_51322,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:30.888772,2022-03-24 02:33:30.888772
417,MRBTS-5090/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_common_51374,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
423,MRBTS-5083/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_common_51374,11,MRBTS-5083,1.0,1.0,2022-03-24 02:33:32.686921,2022-03-24 02:33:32.686921
1302,"MRBTS-5044/LNBTS-5044/LNCEL-1,MCC-619/MNC-05,ECI-1291531,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1824,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1288961,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1365,"MRBTS-5050/LNBTS-5050/LNCEL-11,MCC-619/MNC-05,ECI-1292821,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5050,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1825,"MRBTS-5200/LNBTS-5200/LNCEL-2,MCC-619/MNC-05,ECI-1300225,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
6202,"MRBTS-5090/LNBTS-5090/LNCEL-2,MCC-619/MNC-05",nokia_common_8067,8,MRBTS-5090,1.0,1.0,2022-03-24 02:53:05.462913,2022-03-24 02:53:05.462913
6476,"MRBTS-5084/LNBTS-5084/LNCEL-11,MCC-619/MNC-05",nokia_common_8100,12,MRBTS-5084,1.0,1.0,2022-03-24 02:53:06.949880,2022-03-24 02:53:06.949880
6480,"MRBTS-5084/LNBTS-5084/LNCEL-21,MCC-619/MNC-05",nokia_common_8100,12,MRBTS-5084,1.0,1.0,2022-03-24 02:53:06.949880,2022-03-24 02:53:06.949880
6484,"MRBTS-5083/LNBTS-5083/LNCEL-1,MCC-619/MNC-05",nokia_common_8100,11,MRBTS-5083,1.0,1.0,2022-03-24 02:53:06.949880,2022-03-24 02:53:06.949880
6366,MRBTS-5044/LNBTS-5044,nokia_common_8074,11,MRBTS-5044,1.0,1.0,2022-03-24 02:53:06.082403,2022-03-24 02:53:06.082403
6570,"MRBTS-5050/LNBTS-5050/LNCEL-2,MCC-619/MNC-05",nokia_common_8102,11,MRBTS-5050,1.0,1.0,2022-03-24 02:53:07.724845,2022-03-24 02:53:07.724845
6567,"MRBTS-5200/LNBTS-5200/LNCEL-3,MCC-619/MNC-05",nokia_common_8102,13,MRBTS-5200,1.0,1.0,2022-03-24 02:53:07.724845,2022-03-24 02:53:07.724845
6572,"MRBTS-5044/LNBTS-5044/LNCEL-11,MCC-619/MNC-05",nokia_common_8102,11,MRBTS-5044,1.0,1.0,2022-03-24 02:53:07.724845,2022-03-24 02:53:07.724845
17350,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1287943,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17353,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1280008,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
15849,MRBTS-5090/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_macro_51374,15,MRBTS-5090,1.0,1.0,2022-03-24 03:13:48.096098,2022-03-24 03:13:48.096098
15915,MRBTS-5079/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_macro_51375,15,MRBTS-5079,1.0,1.0,2022-03-24 03:13:48.253601,2022-03-24 03:13:48.253601
15916,MRBTS-5044/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_macro_51375,15,MRBTS-5044,1.0,1.0,2022-03-24 03:13:48.253601,2022-03-24 03:13:48.253601
16159,"MRBTS-5081/LNBTS-5081/LNCEL-21,MCC-619/MNC-05",nokia_macro_8005,15,MRBTS-5081,1.0,1.0,2022-03-24 03:13:52.139375,2022-03-24 03:13:52.139375
17320,"MRBTS-5078/LNBTS-5078/LNCEL-3,MCC-619/MNC-05,ECI-1300227,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5078,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17357,"MRBTS-5045/LNBTS-5045/LNCEL-2,MCC-619/MNC-05,ECI-1303061,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5045,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
15835,MRBTS-5090/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_macro_51373,15,MRBTS-5090,1.0,1.0,2022-03-24 03:13:47.974788,2022-03-24 03:13:47.974788
15864,MRBTS-5090/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_macro_51374,15,MRBTS-5090,1.0,1.0,2022-03-24 03:13:48.096098,2022-03-24 03:13:48.096098
15842,MRBTS-5090/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_macro_51374,15,MRBTS-5090,1.0,1.0,2022-03-24 03:13:48.096098,2022-03-24 03:13:48.096098
17362,"MRBTS-5200/LNBTS-5200/LNCEL-3,MCC-619/MNC-05,ECI-1331211,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17382,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1331203,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
987,"MRBTS-5200/LNBTS-5200/LNCEL-11,MCC-619/MNC-05,ECI-1288199,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1546,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1285383,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
2932,MRBTS-5083/LNBTS-5083,nokia_common_8049,11,MRBTS-5083,1.0,1.0,2022-03-24 02:33:54.136101,2022-03-24 02:33:54.136101
86908,"MRBTS-5079/LNBTS-5079/LNCEL-21,MCC-619/MNC-05,ECI-1300738,MCC-619/MNC-05",nokia_common_8015,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
86910,"MRBTS-5079/LNBTS-5079/LNCEL-11,MCC-619/MNC-05,ECI-1299969,MCC-619/MNC-05",nokia_common_8015,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
15625,MRBTS-5081/TNLSVC-1/TNL-1/IPNO-1,nokia_macro_51325,15,MRBTS-5081,1.0,1.0,2022-03-24 03:13:46.568095,2022-03-24 03:13:46.568095
994,"MRBTS-5089/LNBTS-5089/LNCEL-1,MCC-619/MNC-05,ECI-1300481,MCC-619/MNC-05",nokia_common_8015,6,MRBTS-5089,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
15624,MRBTS-5050/TNLSVC-1/TNL-1/IPNO-1,nokia_macro_51325,15,MRBTS-5050,1.0,1.0,2022-03-24 03:13:46.568095,2022-03-24 03:13:46.568095
86919,"MRBTS-5079/LNBTS-5079/LNCEL-11,MCC-619/MNC-05,ECI-1300245,MCC-619/MNC-05",nokia_common_8015,4,MRBTS-5079,1.0,1.0,2022-03-26 13:40:46.944854,2022-03-26 13:40:46.944854
15752,MRBTS-5085/TNLSVC-1/TNL-1/ETHSVC-1/L2SWI-1/BRGPRT-1,nokia_macro_51363,15,MRBTS-5085,1.0,1.0,2022-03-24 03:13:47.423781,2022-03-24 03:13:47.423781
15721,MRBTS-5084/TNLSVC-1/TNL-1/ETHSVC-1/ETHIF-2,nokia_macro_51352,15,MRBTS-5084,1.0,1.0,2022-03-24 03:13:47.281041,2022-03-24 03:13:47.281041
15758,MRBTS-5086/TNLSVC-1/TNL-1/ETHSVC-1/L2SWI-1/BRGPRT-1,nokia_macro_51363,15,MRBTS-5086,1.0,1.0,2022-03-24 03:13:47.423781,2022-03-24 03:13:47.423781
131,MRBTS-5089/EQM-1/APEQM-1/RMOD-1/ANTL-4,nokia_common_40001,6,MRBTS-5089,1.0,1.0,2022-03-24 02:33:30.356136,2022-03-24 02:33:30.356136
661,"MRBTS-5045/LNBTS-5045/LNCEL-11,MCC-619/MNC-05",nokia_common_8008,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:41.708094,2022-03-24 02:33:41.708094
663,"MRBTS-5045/LNBTS-5045/LNCEL-2,MCC-619/MNC-05",nokia_common_8008,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:41.708094,2022-03-24 02:33:41.708094
453,MRBTS-5090/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_common_51376,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:32.969959,2022-03-24 02:33:32.969959
462,MRBTS-5200/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_common_51376,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:32.969959,2022-03-24 02:33:32.969959
615,"MRBTS-5050/LNBTS-5050/LNCEL-11,MCC-619/MNC-05",nokia_common_8007,11,MRBTS-5050,1.0,1.0,2022-03-24 02:33:41.484141,2022-03-24 02:33:41.484141
657,"MRBTS-5200/LNBTS-5200/LNCEL-21,MCC-619/MNC-05",nokia_common_8008,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:41.708094,2022-03-24 02:33:41.708094
660,"MRBTS-5050/LNBTS-5050/LNCEL-1,MCC-619/MNC-05",nokia_common_8008,11,MRBTS-5050,1.0,1.0,2022-03-24 02:33:41.708094,2022-03-24 02:33:41.708094
666,"MRBTS-5090/LNBTS-5090/LNCEL-2,MCC-619/MNC-05",nokia_common_8008,8,MRBTS-5090,1.0,1.0,2022-03-24 02:33:41.708094,2022-03-24 02:33:41.708094
664,"MRBTS-5084/LNBTS-5084/LNCEL-11,MCC-619/MNC-05",nokia_common_8008,12,MRBTS-5084,1.0,1.0,2022-03-24 02:33:41.708094,2022-03-24 02:33:41.708094
662,"MRBTS-5083/LNBTS-5083/LNCEL-1,MCC-619/MNC-05",nokia_common_8008,11,MRBTS-5083,1.0,1.0,2022-03-24 02:33:41.708094,2022-03-24 02:33:41.708094
1078,"MRBTS-5200/LNBTS-5200/LNCEL-1,MCC-619/MNC-05,ECI-1331221,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1799,"MRBTS-5200/LNBTS-5200/LNCEL-21,MCC-619/MNC-05,ECI-1300767,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1826,"MRBTS-5044/LNBTS-5044/LNCEL-2,MCC-619/MNC-05,ECI-1303043,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
15572,MRBTS-5062/TNLSVC-1/TNL-1/IPNO-1/IPVOL-1,nokia_macro_51323,15,MRBTS-5062,1.0,1.0,2022-03-24 03:13:46.459296,2022-03-24 03:13:46.459296
1305,"MRBTS-5200/LNBTS-5200/LNCEL-1,MCC-619/MNC-05,ECI-1284870,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1311,"MRBTS-5044/LNBTS-5044/LNCEL-2,MCC-619/MNC-05,ECI-1291551,MCC-619/MNC-05",nokia_common_8015,11,MRBTS-5044,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1317,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1288711,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1320,"MRBTS-5200/LNBTS-5200/LNCEL-21,MCC-619/MNC-05,ECI-1302017,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1814,"MRBTS-5084/LNBTS-5084/LNCEL-3,MCC-619/MNC-05,ECI-1291521,MCC-619/MNC-05",nokia_common_8015,12,MRBTS-5084,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1840,"MRBTS-5200/LNBTS-5200/LNCEL-3,MCC-619/MNC-05,ECI-1331211,MCC-619/MNC-05",nokia_common_8015,13,MRBTS-5200,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
15753,MRBTS-5084/TNLSVC-1/TNL-1/ETHSVC-1/L2SWI-1/BRGPRT-1,nokia_macro_51363,15,MRBTS-5084,1.0,1.0,2022-03-24 03:13:47.423781,2022-03-24 03:13:47.423781
15759,MRBTS-5082/TNLSVC-1/TNL-1/ETHSVC-1/L2SWI-1/BRGPRT-1,nokia_macro_51363,15,MRBTS-5082,1.0,1.0,2022-03-24 03:13:47.423781,2022-03-24 03:13:47.423781
16022,MRBTS-5090/LNBTS-5090,nokia_macro_8000,15,MRBTS-5090,1.0,1.0,2022-03-24 03:13:48.541423,2022-03-24 03:13:48.541423
16182,"MRBTS-5091/LNBTS-5091/LNCEL-3,MCC-619/MNC-05",nokia_macro_8005,15,MRBTS-5091,1.0,1.0,2022-03-24 03:13:52.139375,2022-03-24 03:13:52.139375
16043,"MRBTS-5090/LNBTS-5090/LNCEL-31,MCC-619/MNC-05",nokia_macro_8001,15,MRBTS-5090,1.0,1.0,2022-03-24 03:13:48.750728,2022-03-24 03:13:48.750728
16185,"MRBTS-5062/LNBTS-5062/LNCEL-2,MCC-619/MNC-05",nokia_macro_8005,15,MRBTS-5062,1.0,1.0,2022-03-24 03:13:52.139375,2022-03-24 03:13:52.139375
16062,"MRBTS-5090/LNBTS-5090/LNCEL-3,MCC-619/MNC-05",nokia_macro_8001,15,MRBTS-5090,1.0,1.0,2022-03-24 03:13:48.750728,2022-03-24 03:13:48.750728
16188,"MRBTS-5079/LNBTS-5079/LNCEL-2,MCC-619/MNC-05",nokia_macro_8005,15,MRBTS-5079,1.0,1.0,2022-03-24 03:13:52.139375,2022-03-24 03:13:52.139375
17352,"MRBTS-5081/LNBTS-5081/LNCEL-31,MCC-619/MNC-05,ECI-1299969,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5081,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17358,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1300767,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17401,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1312002,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17406,"MRBTS-5200/LNBTS-5200/LNCEL-2,MCC-619/MNC-05,ECI-1290241,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
17415,"MRBTS-5084/LNBTS-5084/LNCEL-31,MCC-619/MNC-05,ECI-1301249,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5084,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
15583,MRBTS-5078/TNLSVC-1/TNL-1/IPNO-1/IPVOL-1,nokia_macro_51323,15,MRBTS-5078,1.0,1.0,2022-03-24 03:13:46.459296,2022-03-24 03:13:46.459296
15722,MRBTS-5200/TNLSVC-1/TNL-1/ETHSVC-1/ETHIF-1,nokia_macro_51352,15,MRBTS-5200,1.0,1.0,2022-03-24 03:13:47.281041,2022-03-24 03:13:47.281041
16186,"MRBTS-5045/LNBTS-5045/LNCEL-2,MCC-619/MNC-05",nokia_macro_8005,15,MRBTS-5045,1.0,1.0,2022-03-24 03:13:52.139375,2022-03-24 03:13:52.139375
16187,"MRBTS-5045/LNBTS-5045/LNCEL-11,MCC-619/MNC-05",nokia_macro_8005,15,MRBTS-5045,1.0,1.0,2022-03-24 03:13:52.139375,2022-03-24 03:13:52.139375
15586,MRBTS-5079/TNLSVC-1/TNL-1/IPNO-1/IPVOL-1,nokia_macro_51323,15,MRBTS-5079,1.0,1.0,2022-03-24 03:13:46.459296,2022-03-24 03:13:46.459296
1007,"MRBTS-5045/LNBTS-5045/LNCEL-31,MCC-619/MNC-05,ECI-1295883,MCC-619/MNC-05",nokia_common_8015,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
6616,"MRBTS-5084/LNBTS-5084/LNCEL-21,MCC-619/MNC-05",nokia_common_8910,12,MRBTS-5084,1.0,1.0,2022-03-24 02:53:08.075725,2022-03-24 02:53:08.075725
1010,"MRBTS-5089/LNBTS-5089/LNCEL-3,MCC-619/MNC-05,ECI-1300226,MCC-619/MNC-05",nokia_common_8015,6,MRBTS-5089,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1011,"MRBTS-5084/LNBTS-5084/LNCEL-3,MCC-619/MNC-05,ECI-1291522,MCC-619/MNC-05",nokia_common_8015,6,MRBTS-5084,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
6594,"MRBTS-5090/LNBTS-5090/LNCEL-11,MCC-619/MNC-05",nokia_common_8910,8,MRBTS-5090,1.0,1.0,2022-03-24 02:53:08.075725,2022-03-24 02:53:08.075725
1028,"MRBTS-5045/LNBTS-5045/LNCEL-31,MCC-619/MNC-05,ECI-1291267,MCC-619/MNC-05",nokia_common_8015,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
1031,"MRBTS-5045/LNBTS-5045/LNCEL-2,MCC-619/MNC-05,ECI-1303041,MCC-619/MNC-05",nokia_common_8015,7,MRBTS-5045,1.0,1.0,2022-03-24 02:33:48.726397,2022-03-24 02:33:48.726397
18666,"MRBTS-5200/LNBTS-5200/LNCEL-31,MCC-619/MNC-05,ECI-1331202,MCC-619/MNC-05",nokia_macro_8015,15,MRBTS-5200,1.0,1.0,2022-03-24 03:14:03.143809,2022-03-24 03:14:03.143809
16189,"MRBTS-5079/LNBTS-5079/LNCEL-31,MCC-619/MNC-05",nokia_macro_8005,15,MRBTS-5079,1.0,1.0,2022-03-24 03:13:52.139375,2022-03-24 03:13:52.139375
15785,MRBTS-5200/TNLSVC-1/TNL-1/IPNO-1/IPIF-2,nokia_macro_51373,15,MRBTS-5200,1.0,1.0,2022-03-24 03:13:47.974788,2022-03-24 03:13:47.974788
15824,MRBTS-5091/TNLSVC-1/TNL-1/IPNO-1/IPIF-1,nokia_macro_51373,15,MRBTS-5091,1.0,1.0,2022-03-24 03:13:47.974788,2022-03-24 03:13:47.974788
15876,MRBTS-5102/TNLSVC-1/TNL-1/IPNO-1/IPIF-3,nokia_macro_51374,15,MRBTS-5102,1.0,1.0,2022-03-24 03:13:48.096098,2022-03-24 03:13:48.096098
16181,"MRBTS-5102/LNBTS-5102/LNCEL-1,MCC-619/MNC-05",nokia_macro_8005,15,MRBTS-5102,1.0,1.0,2022-03-24 03:13:52.139375,2022-03-24 03:13:52.139375
16183,"MRBTS-5045/LNBTS-5045/LNCEL-1,MCC-619/MNC-05",nokia_macro_8005,15,MRBTS-5045,1.0,1.0,2022-03-24 03:13:52.139375,2022-03-24 03:13:52.139375
16270,"MRBTS-5082/LNBTS-5082/LNCEL-2,MCC-619/MNC-05",nokia_macro_8006,15,MRBTS-5082,1.0,1.0,2022-03-24 03:13:54.870657,2022-03-24 03:13:54.870657
